Image1,Image2,Angle1_deg,Angle2_deg,Delta_deg
phantom_lbl_1536.png,phantom_lbl_1537.png,185.98,195.10,9.12
phantom_lbl_1537.png,phantom_lbl_1538.png,195.10,166.86,-28.25
phantom_lbl_1538.png,phantom_lbl_1539.png,166.86,190.07,23.21
phantom_lbl_1539.png,phantom_lbl_1540.png,190.07,182.22,-7.85
phantom_lbl_1540.png,phantom_lbl_1541.png,182.22,183.36,1.15
phantom_lbl_1541.png,phantom_lbl_1542.png,183.36,199.18,15.82
phantom_lbl_1542.png,phantom_lbl_1543.png,199.18,194.55,-4.63
phantom_lbl_1543.png,phantom_lbl_1544.png,194.55,208.62,14.08
phantom_lbl_1544.png,phantom_lbl_1545.png,208.62,186.03,-22.59
phantom_lbl_1545.png,phantom_lbl_1546.png,186.03,19.26,-166.76
phantom_lbl_1546.png,phantom_lbl_1547.png,19.26,187.27,168.01
phantom_lbl_1547.png,phantom_lbl_1548.png,187.27,197.44,10.17
phantom_lbl_1548.png,phantom_lbl_1549.png,197.44,174.85,-22.59
phantom_lbl_1551.png,phantom_lbl_1552.png,194.47,203.77,9.30
phantom_lbl_1552.png,phantom_lbl_1553.png,203.77,217.28,13.51
phantom_lbl_1553.png,phantom_lbl_1554.png,217.28,214.07,-3.21
phantom_lbl_1554.png,phantom_lbl_1555.png,214.07,205.80,-8.27
phantom_lbl_1555.png,phantom_lbl_1556.png,205.80,199.63,-6.17
phantom_lbl_1556.png,phantom_lbl_1557.png,199.63,2.80,-196.82
phantom_lbl_1557.png,phantom_lbl_1558.png,2.80,208.60,205.80
phantom_lbl_1558.png,phantom_lbl_1559.png,208.60,188.29,-20.31
phantom_lbl_1559.png,phantom_lbl_1560.png,188.29,187.56,-0.73
phantom_lbl_1560.png,phantom_lbl_1561.png,187.56,182.22,-5.34
phantom_lbl_1561.png,phantom_lbl_1562.png,182.22,203.21,21.00
phantom_lbl_1562.png,phantom_lbl_1563.png,203.21,207.42,4.21
phantom_lbl_1563.png,phantom_lbl_1564.png,207.42,193.98,-13.43
phantom_lbl_1564.png,phantom_lbl_1565.png,193.98,186.06,-7.92
phantom_lbl_1565.png,phantom_lbl_1566.png,186.06,193.98,7.92
phantom_lbl_1566.png,phantom_lbl_1567.png,193.98,190.96,-3.02
phantom_lbl_1567.png,phantom_lbl_1568.png,190.96,33.59,-157.37
phantom_lbl_1568.png,phantom_lbl_1569.png,33.59,215.39,181.80
phantom_lbl_1569.png,phantom_lbl_1570.png,215.39,186.04,-29.35
phantom_lbl_1570.png,phantom_lbl_1571.png,186.04,169.58,-16.46
phantom_lbl_1571.png,phantom_lbl_1572.png,169.58,186.12,16.54
phantom_lbl_1572.png,phantom_lbl_1573.png,186.12,185.03,-1.09
phantom_lbl_1573.png,phantom_lbl_1574.png,185.03,193.28,8.25
phantom_lbl_1574.png,phantom_lbl_1575.png,193.28,224.42,31.13
phantom_lbl_1575.png,phantom_lbl_1576.png,224.42,219.30,-5.12
phantom_lbl_1576.png,phantom_lbl_1577.png,219.30,233.31,14.01
phantom_lbl_1577.png,phantom_lbl_1578.png,233.31,250.73,17.41
phantom_lbl_1578.png,phantom_lbl_1579.png,250.73,23.63,-227.10
phantom_lbl_1579.png,phantom_lbl_1580.png,23.63,287.50,263.87
phantom_lbl_1580.png,phantom_lbl_1581.png,287.50,293.76,6.26
phantom_lbl_1581.png,phantom_lbl_1582.png,293.76,307.77,14.01
phantom_lbl_1582.png,phantom_lbl_1583.png,307.77,310.41,2.64
phantom_lbl_1583.png,phantom_lbl_1584.png,310.41,338.39,27.98
phantom_lbl_1584.png,phantom_lbl_1585.png,338.39,348.81,10.42
phantom_lbl_1585.png,phantom_lbl_1586.png,348.81,322.01,-26.79
phantom_lbl_1586.png,phantom_lbl_1587.png,322.01,345.08,23.06
phantom_lbl_1587.png,phantom_lbl_1588.png,345.08,319.29,-25.78
phantom_lbl_1588.png,phantom_lbl_1589.png,319.29,350.65,31.36
phantom_lbl_1589.png,phantom_lbl_1590.png,350.65,16.52,-334.13
phantom_lbl_1590.png,phantom_lbl_1591.png,16.52,321.97,305.45
phantom_lbl_1591.png,phantom_lbl_1592.png,321.97,308.72,-13.25
phantom_lbl_1592.png,phantom_lbl_1593.png,308.72,302.68,-6.04
phantom_lbl_1593.png,phantom_lbl_1594.png,302.68,337.57,34.89
phantom_lbl_1594.png,phantom_lbl_1595.png,337.57,211.29,-126.28
phantom_lbl_1595.png,phantom_lbl_1596.png,211.29,208.11,-3.18
phantom_lbl_1596.png,phantom_lbl_1597.png,208.11,205.49,-2.62
phantom_lbl_1597.png,phantom_lbl_1598.png,205.49,221.68,16.19
phantom_lbl_1598.png,phantom_lbl_1599.png,221.68,208.08,-13.60
phantom_lbl_1599.png,phantom_lbl_1600.png,208.08,204.20,-3.88
phantom_lbl_1600.png,phantom_lbl_1601.png,204.20,26.86,-177.34
phantom_lbl_1601.png,phantom_lbl_1602.png,26.86,188.86,162.00
phantom_lbl_1602.png,phantom_lbl_1603.png,188.86,205.59,16.73
phantom_lbl_1603.png,phantom_lbl_1604.png,205.59,88.11,-117.47
phantom_lbl_1606.png,phantom_lbl_1607.png,164.19,244.78,80.59
phantom_lbl_1607.png,phantom_lbl_1608.png,244.78,243.70,-1.08
phantom_lbl_1608.png,phantom_lbl_1609.png,243.70,225.26,-18.44
phantom_lbl_1609.png,phantom_lbl_1610.png,225.26,238.59,13.32
phantom_lbl_1610.png,phantom_lbl_1611.png,238.59,265.26,26.67
phantom_lbl_1611.png,phantom_lbl_1612.png,265.26,24.49,-240.78
phantom_lbl_1612.png,phantom_lbl_1613.png,24.49,12.59,-11.89
phantom_lbl_1613.png,phantom_lbl_1614.png,12.59,233.71,221.12
phantom_lbl_1614.png,phantom_lbl_1615.png,233.71,288.28,54.57
phantom_lbl_1615.png,phantom_lbl_1616.png,288.28,263.61,-24.67
phantom_lbl_1616.png,phantom_lbl_1617.png,263.61,282.80,19.19
phantom_lbl_1617.png,phantom_lbl_1618.png,282.80,281.39,-1.41
phantom_lbl_1618.png,phantom_lbl_1619.png,281.39,259.79,-21.60
phantom_lbl_1619.png,phantom_lbl_1620.png,259.79,300.70,40.91
phantom_lbl_1620.png,phantom_lbl_1621.png,300.70,270.81,-29.88
phantom_lbl_1621.png,phantom_lbl_1622.png,270.81,290.05,19.24
phantom_lbl_1622.png,phantom_lbl_1623.png,290.05,268.96,-21.09
phantom_lbl_1623.png,phantom_lbl_1624.png,268.96,14.51,-254.45
phantom_lbl_1624.png,phantom_lbl_1625.png,14.51,264.07,249.56
phantom_lbl_1625.png,phantom_lbl_1626.png,264.07,264.21,0.13
phantom_lbl_1626.png,phantom_lbl_1627.png,264.21,260.93,-3.28
phantom_lbl_1627.png,phantom_lbl_1628.png,260.93,227.15,-33.77
phantom_lbl_1628.png,phantom_lbl_1629.png,227.15,246.19,19.04
phantom_lbl_1629.png,phantom_lbl_1630.png,246.19,234.99,-11.20
phantom_lbl_1630.png,phantom_lbl_1631.png,234.99,295.59,60.60
phantom_lbl_1631.png,phantom_lbl_1632.png,295.59,312.51,16.92
phantom_lbl_1632.png,phantom_lbl_1633.png,312.51,281.97,-30.54
phantom_lbl_1633.png,phantom_lbl_1634.png,281.97,289.71,7.74
phantom_lbl_1634.png,phantom_lbl_1635.png,289.71,21.40,-268.31
phantom_lbl_1635.png,phantom_lbl_1636.png,21.40,321.64,300.24
phantom_lbl_1636.png,phantom_lbl_1637.png,321.64,331.37,9.73
phantom_lbl_1637.png,phantom_lbl_1638.png,331.37,345.14,13.77
phantom_lbl_1638.png,phantom_lbl_1639.png,345.14,334.47,-10.67
phantom_lbl_1639.png,phantom_lbl_1640.png,334.47,313.96,-20.50
phantom_lbl_1640.png,phantom_lbl_1641.png,313.96,284.53,-29.43
phantom_lbl_1641.png,phantom_lbl_1642.png,284.53,281.65,-2.88
phantom_lbl_1642.png,phantom_lbl_1643.png,281.65,290.01,8.37
phantom_lbl_1643.png,phantom_lbl_1644.png,290.01,278.12,-11.89
phantom_lbl_1644.png,phantom_lbl_1645.png,278.12,333.81,55.69
phantom_lbl_1645.png,phantom_lbl_1646.png,333.81,22.80,-311.02
phantom_lbl_1646.png,phantom_lbl_1647.png,22.80,323.39,300.59
phantom_lbl_1647.png,phantom_lbl_1648.png,323.39,310.51,-12.88
phantom_lbl_1648.png,phantom_lbl_1649.png,310.51,363.08,52.57
phantom_lbl_1649.png,phantom_lbl_1650.png,363.08,355.80,-7.28
phantom_lbl_1650.png,phantom_lbl_1651.png,355.80,311.46,-44.35
phantom_lbl_1651.png,phantom_lbl_1652.png,311.46,326.65,15.19
phantom_lbl_1652.png,phantom_lbl_1653.png,326.65,328.35,1.70
phantom_lbl_1653.png,phantom_lbl_1654.png,328.35,313.68,-14.67
phantom_lbl_1654.png,phantom_lbl_1655.png,313.68,278.40,-35.28
phantom_lbl_1655.png,phantom_lbl_1656.png,278.40,280.75,2.35
phantom_lbl_1656.png,phantom_lbl_1657.png,280.75,40.81,-239.94
phantom_lbl_1657.png,phantom_lbl_1658.png,40.81,301.71,260.91
phantom_lbl_1658.png,phantom_lbl_1659.png,301.71,300.15,-1.57
phantom_lbl_1659.png,phantom_lbl_1660.png,300.15,310.83,10.68
phantom_lbl_1660.png,phantom_lbl_1661.png,310.83,291.61,-19.22
phantom_lbl_1661.png,phantom_lbl_1662.png,291.61,269.32,-22.28
phantom_lbl_1662.png,phantom_lbl_1663.png,269.32,283.96,14.63
phantom_lbl_1663.png,phantom_lbl_1664.png,283.96,296.11,12.15
phantom_lbl_1664.png,phantom_lbl_1665.png,296.11,287.60,-8.51
phantom_lbl_1665.png,phantom_lbl_1666.png,287.60,275.77,-11.83
phantom_lbl_1666.png,phantom_lbl_1667.png,275.77,297.04,21.27
phantom_lbl_1667.png,phantom_lbl_1668.png,297.04,46.20,-250.84
phantom_lbl_1668.png,phantom_lbl_1669.png,46.20,286.67,240.47
phantom_lbl_1669.png,phantom_lbl_1670.png,286.67,281.59,-5.07
phantom_lbl_1670.png,phantom_lbl_1671.png,281.59,266.90,-14.70
phantom_lbl_1671.png,phantom_lbl_1672.png,266.90,442.57,175.67
phantom_lbl_1672.png,phantom_lbl_1673.png,442.57,380.06,-62.50
phantom_lbl_1673.png,phantom_lbl_1674.png,380.06,267.07,-113.00
phantom_lbl_1674.png,phantom_lbl_1675.png,267.07,269.95,2.88
phantom_lbl_1675.png,phantom_lbl_1676.png,269.95,277.53,7.59
phantom_lbl_1676.png,phantom_lbl_1677.png,277.53,262.56,-14.98
phantom_lbl_1677.png,phantom_lbl_1678.png,262.56,261.21,-1.35
phantom_lbl_1678.png,phantom_lbl_1679.png,261.21,30.16,-231.05
phantom_lbl_1679.png,phantom_lbl_1680.png,30.16,244.78,214.62
phantom_lbl_1680.png,phantom_lbl_1681.png,244.78,238.99,-5.80
phantom_lbl_1681.png,phantom_lbl_1682.png,238.99,287.00,48.02
phantom_lbl_1682.png,phantom_lbl_1683.png,287.00,359.70,72.70
phantom_lbl_1683.png,phantom_lbl_1684.png,359.70,366.55,6.85
phantom_lbl_1684.png,phantom_lbl_1685.png,366.55,272.37,-94.18
phantom_lbl_1685.png,phantom_lbl_1686.png,272.37,252.05,-20.32
phantom_lbl_1686.png,phantom_lbl_1687.png,252.05,247.31,-4.75
phantom_lbl_1687.png,phantom_lbl_1688.png,247.31,233.82,-13.48
phantom_lbl_1688.png,phantom_lbl_1689.png,233.82,324.96,91.14
phantom_lbl_1689.png,phantom_lbl_1690.png,324.96,20.35,-304.61
phantom_lbl_1690.png,phantom_lbl_1691.png,20.35,301.53,281.17
phantom_lbl_1691.png,phantom_lbl_1692.png,301.53,305.02,3.49
phantom_lbl_1692.png,phantom_lbl_1693.png,305.02,307.16,2.15
phantom_lbl_1693.png,phantom_lbl_1694.png,307.16,305.87,-1.30
phantom_lbl_1694.png,phantom_lbl_1695.png,305.87,311.57,5.71
phantom_lbl_1695.png,phantom_lbl_1696.png,311.57,273.38,-38.20
phantom_lbl_1696.png,phantom_lbl_1697.png,273.38,287.70,14.33
phantom_lbl_1697.png,phantom_lbl_1698.png,287.70,294.20,6.50
phantom_lbl_1698.png,phantom_lbl_1699.png,294.20,270.79,-23.41
phantom_lbl_1699.png,phantom_lbl_1700.png,270.79,310.92,40.13
phantom_lbl_1700.png,phantom_lbl_1701.png,310.92,29.74,-281.18
phantom_lbl_1701.png,phantom_lbl_1702.png,29.74,287.30,257.55
phantom_lbl_1702.png,phantom_lbl_1703.png,287.30,257.86,-29.44
phantom_lbl_1703.png,phantom_lbl_1704.png,257.86,303.63,45.77
phantom_lbl_1704.png,phantom_lbl_1705.png,303.63,321.74,18.11
phantom_lbl_1707.png,phantom_lbl_1708.png,226.15,237.97,11.81
phantom_lbl_1708.png,phantom_lbl_1709.png,237.97,211.53,-26.43
phantom_lbl_1709.png,phantom_lbl_1710.png,211.53,251.70,40.17
phantom_lbl_1712.png,phantom_lbl_1713.png,89.38,271.95,182.56
phantom_lbl_1713.png,phantom_lbl_1714.png,271.95,273.22,1.27
phantom_lbl_1714.png,phantom_lbl_1715.png,273.22,253.00,-20.22
phantom_lbl_1715.png,phantom_lbl_1716.png,253.00,230.11,-22.89
phantom_lbl_1716.png,phantom_lbl_1717.png,230.11,236.96,6.86
phantom_lbl_1717.png,phantom_lbl_1718.png,236.96,229.42,-7.54
phantom_lbl_1718.png,phantom_lbl_1719.png,229.42,239.28,9.86
phantom_lbl_1719.png,phantom_lbl_1720.png,239.28,261.03,21.75
phantom_lbl_1720.png,phantom_lbl_1721.png,261.03,262.67,1.64
phantom_lbl_1721.png,phantom_lbl_1722.png,262.67,298.04,35.36
phantom_lbl_1722.png,phantom_lbl_1723.png,298.04,20.19,-277.85
phantom_lbl_1723.png,phantom_lbl_1724.png,20.19,58.65,38.47
phantom_lbl_1724.png,phantom_lbl_1725.png,58.65,251.54,192.89
phantom_lbl_1725.png,phantom_lbl_1726.png,251.54,238.27,-13.27
phantom_lbl_1726.png,phantom_lbl_1727.png,238.27,223.51,-14.77
phantom_lbl_1727.png,phantom_lbl_1728.png,223.51,228.35,4.85
phantom_lbl_1728.png,phantom_lbl_1729.png,228.35,192.04,-36.31
phantom_lbl_1729.png,phantom_lbl_1730.png,192.04,190.05,-1.99
phantom_lbl_1730.png,phantom_lbl_1731.png,190.05,184.71,-5.34
phantom_lbl_1731.png,phantom_lbl_1732.png,184.71,181.79,-2.92
phantom_lbl_1732.png,phantom_lbl_1733.png,181.79,222.18,40.39
phantom_lbl_1733.png,phantom_lbl_1734.png,222.18,186.85,-35.33
phantom_lbl_1734.png,phantom_lbl_1735.png,186.85,68.88,-117.97
phantom_lbl_1735.png,phantom_lbl_1736.png,68.88,205.45,136.56
phantom_lbl_1736.png,phantom_lbl_1737.png,205.45,206.02,0.58
phantom_lbl_1737.png,phantom_lbl_1738.png,206.02,213.07,7.05
phantom_lbl_1738.png,phantom_lbl_1739.png,213.07,231.33,18.26
phantom_lbl_1739.png,phantom_lbl_1740.png,231.33,247.77,16.44
phantom_lbl_1740.png,phantom_lbl_1741.png,247.77,199.10,-48.67
phantom_lbl_1741.png,phantom_lbl_1742.png,199.10,239.12,40.02
phantom_lbl_1742.png,phantom_lbl_1743.png,239.12,221.16,-17.97
phantom_lbl_1743.png,phantom_lbl_1744.png,221.16,235.76,14.60
phantom_lbl_1744.png,phantom_lbl_1745.png,235.76,229.51,-6.26
phantom_lbl_1745.png,phantom_lbl_1746.png,229.51,80.86,-148.65
phantom_lbl_1746.png,phantom_lbl_1747.png,80.86,195.21,114.35
phantom_lbl_1747.png,phantom_lbl_1748.png,195.21,188.94,-6.27
phantom_lbl_1748.png,phantom_lbl_1749.png,188.94,177.05,-11.90
phantom_lbl_1749.png,phantom_lbl_1750.png,177.05,188.09,11.04
phantom_lbl_1750.png,phantom_lbl_1751.png,188.09,195.74,7.65
phantom_lbl_1751.png,phantom_lbl_1752.png,195.74,207.22,11.48
phantom_lbl_1752.png,phantom_lbl_1753.png,207.22,199.59,-7.63
phantom_lbl_1753.png,phantom_lbl_1754.png,199.59,196.34,-3.25
phantom_lbl_1754.png,phantom_lbl_1755.png,196.34,226.38,30.04
phantom_lbl_1755.png,phantom_lbl_1756.png,226.38,223.06,-3.32
phantom_lbl_1756.png,phantom_lbl_1757.png,223.06,108.33,-114.74
phantom_lbl_1757.png,phantom_lbl_1758.png,108.33,357.91,249.58
phantom_lbl_1758.png,phantom_lbl_1759.png,357.91,320.45,-37.45
phantom_lbl_1759.png,phantom_lbl_1760.png,320.45,285.94,-34.51
phantom_lbl_1760.png,phantom_lbl_1761.png,285.94,231.44,-54.50
phantom_lbl_1761.png,phantom_lbl_1762.png,231.44,230.99,-0.46
phantom_lbl_1762.png,phantom_lbl_1763.png,230.99,249.34,18.36
phantom_lbl_1763.png,phantom_lbl_1764.png,249.34,245.82,-3.53
phantom_lbl_1764.png,phantom_lbl_1765.png,245.82,228.65,-17.17
phantom_lbl_1765.png,phantom_lbl_1766.png,228.65,276.05,47.40
phantom_lbl_1766.png,phantom_lbl_1767.png,276.05,248.70,-27.34
phantom_lbl_1767.png,phantom_lbl_1768.png,248.70,123.51,-125.20
phantom_lbl_1768.png,phantom_lbl_1769.png,123.51,271.75,148.24
phantom_lbl_1769.png,phantom_lbl_1770.png,271.75,252.95,-18.80
phantom_lbl_1770.png,phantom_lbl_1771.png,252.95,216.38,-36.57
phantom_lbl_1771.png,phantom_lbl_1772.png,216.38,244.36,27.98
phantom_lbl_1772.png,phantom_lbl_1773.png,244.36,205.04,-39.32
phantom_lbl_1773.png,phantom_lbl_1774.png,205.04,222.94,17.89
phantom_lbl_1774.png,phantom_lbl_1775.png,222.94,237.15,14.21
phantom_lbl_1775.png,phantom_lbl_1776.png,237.15,237.90,0.76
phantom_lbl_1776.png,phantom_lbl_1777.png,237.90,212.09,-25.81
phantom_lbl_1777.png,phantom_lbl_1778.png,212.09,223.49,11.40
phantom_lbl_1778.png,phantom_lbl_1779.png,223.49,119.78,-103.71
phantom_lbl_1779.png,phantom_lbl_1780.png,119.78,237.94,118.16
phantom_lbl_1780.png,phantom_lbl_1781.png,237.94,211.75,-26.19
phantom_lbl_1781.png,phantom_lbl_1782.png,211.75,246.56,34.81
phantom_lbl_1782.png,phantom_lbl_1783.png,246.56,232.98,-13.58
phantom_lbl_1783.png,phantom_lbl_1784.png,232.98,265.98,33.00
phantom_lbl_1784.png,phantom_lbl_1785.png,265.98,233.35,-32.63
phantom_lbl_1785.png,phantom_lbl_1786.png,233.35,267.31,33.95
phantom_lbl_1786.png,phantom_lbl_1787.png,267.31,276.82,9.51
phantom_lbl_1787.png,phantom_lbl_1788.png,276.82,260.97,-15.85
phantom_lbl_1788.png,phantom_lbl_1789.png,260.97,274.24,13.27
phantom_lbl_1789.png,phantom_lbl_1790.png,274.24,131.80,-142.44
phantom_lbl_1790.png,phantom_lbl_1791.png,131.80,237.04,105.24
phantom_lbl_1791.png,phantom_lbl_1792.png,237.04,263.18,26.14
phantom_lbl_1792.png,phantom_lbl_1793.png,263.18,245.80,-17.39
phantom_lbl_1793.png,phantom_lbl_1794.png,245.80,224.91,-20.89
phantom_lbl_1794.png,phantom_lbl_1795.png,224.91,238.42,13.51
phantom_lbl_1795.png,phantom_lbl_1796.png,238.42,218.72,-19.70
phantom_lbl_1796.png,phantom_lbl_1797.png,218.72,226.30,7.57
phantom_lbl_1797.png,phantom_lbl_1798.png,226.30,227.64,1.34
phantom_lbl_1798.png,phantom_lbl_1799.png,227.64,228.25,0.62
phantom_lbl_1799.png,phantom_lbl_1800.png,228.25,241.77,13.52
phantom_lbl_1800.png,phantom_lbl_1801.png,241.77,136.97,-104.80
phantom_lbl_1801.png,phantom_lbl_1802.png,136.97,259.24,122.27
phantom_lbl_1802.png,phantom_lbl_1803.png,259.24,237.08,-22.17
phantom_lbl_1803.png,phantom_lbl_1804.png,237.08,218.88,-18.20
phantom_lbl_1804.png,phantom_lbl_1805.png,218.88,243.01,24.13
phantom_lbl_1805.png,phantom_lbl_1806.png,243.01,221.01,-22.00
phantom_lbl_1806.png,phantom_lbl_1807.png,221.01,204.65,-16.36
phantom_lbl_1807.png,phantom_lbl_1808.png,204.65,219.14,14.49
phantom_lbl_1808.png,phantom_lbl_1809.png,219.14,227.68,8.53
phantom_lbl_1809.png,phantom_lbl_1810.png,227.68,239.42,11.74
phantom_lbl_1810.png,phantom_lbl_1811.png,239.42,232.02,-7.40
phantom_lbl_1811.png,phantom_lbl_1812.png,232.02,131.06,-100.96
phantom_lbl_1812.png,phantom_lbl_1813.png,131.06,216.95,85.89
phantom_lbl_1813.png,phantom_lbl_1814.png,216.95,187.54,-29.40
phantom_lbl_1814.png,phantom_lbl_1815.png,187.54,213.70,26.15
phantom_lbl_1815.png,phantom_lbl_1816.png,213.70,208.49,-5.21
phantom_lbl_1816.png,phantom_lbl_1817.png,208.49,364.74,156.25
phantom_lbl_1817.png,phantom_lbl_1818.png,364.74,362.19,-2.55
phantom_lbl_1818.png,phantom_lbl_1819.png,362.19,368.52,6.33
phantom_lbl_1819.png,phantom_lbl_1820.png,368.52,397.16,28.64
phantom_lbl_1820.png,phantom_lbl_1821.png,397.16,398.27,1.11
phantom_lbl_1821.png,phantom_lbl_1822.png,398.27,378.39,-19.88
phantom_lbl_1822.png,phantom_lbl_1823.png,378.39,131.19,-247.20
phantom_lbl_1823.png,phantom_lbl_1824.png,131.19,363.99,232.80
phantom_lbl_1824.png,phantom_lbl_1825.png,363.99,395.84,31.85
phantom_lbl_1825.png,phantom_lbl_1826.png,395.84,391.33,-4.51
phantom_lbl_1826.png,phantom_lbl_1827.png,391.33,392.16,0.83
phantom_lbl_1827.png,phantom_lbl_1828.png,392.16,380.39,-11.76
phantom_lbl_1828.png,phantom_lbl_1829.png,380.39,364.63,-15.76
phantom_lbl_1829.png,phantom_lbl_1830.png,364.63,376.01,11.38
phantom_lbl_1830.png,phantom_lbl_1831.png,376.01,378.29,2.28
phantom_lbl_1831.png,phantom_lbl_1832.png,378.29,235.25,-143.04
phantom_lbl_1832.png,phantom_lbl_1833.png,235.25,218.92,-16.33
phantom_lbl_1833.png,phantom_lbl_1834.png,218.92,22.52,-196.40
phantom_lbl_1834.png,phantom_lbl_1835.png,22.52,140.90,118.38
phantom_lbl_1835.png,phantom_lbl_1836.png,140.90,228.36,87.46
phantom_lbl_1836.png,phantom_lbl_1837.png,228.36,218.80,-9.56
phantom_lbl_1837.png,phantom_lbl_1838.png,218.80,215.09,-3.72
phantom_lbl_1838.png,phantom_lbl_1839.png,215.09,213.35,-1.74
phantom_lbl_1839.png,phantom_lbl_1840.png,213.35,205.10,-8.25
phantom_lbl_1840.png,phantom_lbl_1841.png,205.10,209.43,4.33
phantom_lbl_1841.png,phantom_lbl_1842.png,209.43,218.98,9.55
phantom_lbl_1842.png,phantom_lbl_1843.png,218.98,219.99,1.01
phantom_lbl_1843.png,phantom_lbl_1844.png,219.99,211.68,-8.31
phantom_lbl_1844.png,phantom_lbl_1845.png,211.68,218.23,6.55
phantom_lbl_1845.png,phantom_lbl_1846.png,218.23,147.91,-70.32
phantom_lbl_1846.png,phantom_lbl_1847.png,147.91,209.48,61.57
phantom_lbl_1847.png,phantom_lbl_1848.png,209.48,215.43,5.95
phantom_lbl_1848.png,phantom_lbl_1849.png,215.43,216.15,0.72
phantom_lbl_1849.png,phantom_lbl_1850.png,216.15,212.84,-3.32
phantom_lbl_1850.png,phantom_lbl_1851.png,212.84,212.46,-0.38
phantom_lbl_1851.png,phantom_lbl_1852.png,212.46,220.12,7.66
phantom_lbl_1852.png,phantom_lbl_1853.png,220.12,235.72,15.60
phantom_lbl_1853.png,phantom_lbl_1854.png,235.72,219.81,-15.91
phantom_lbl_1854.png,phantom_lbl_1855.png,219.81,222.02,2.22
phantom_lbl_1855.png,phantom_lbl_1856.png,222.02,222.40,0.38
phantom_lbl_1856.png,phantom_lbl_1857.png,222.40,146.82,-75.58
phantom_lbl_1857.png,phantom_lbl_1858.png,146.82,234.11,87.29
phantom_lbl_1858.png,phantom_lbl_1859.png,234.11,208.85,-25.26
phantom_lbl_1859.png,phantom_lbl_1860.png,208.85,212.08,3.23
phantom_lbl_1860.png,phantom_lbl_1861.png,212.08,376.33,164.25
phantom_lbl_1861.png,phantom_lbl_1862.png,376.33,391.42,15.09
phantom_lbl_1862.png,phantom_lbl_1863.png,391.42,373.81,-17.61
phantom_lbl_1863.png,phantom_lbl_1864.png,373.81,292.33,-81.48
phantom_lbl_1864.png,phantom_lbl_1865.png,292.33,187.96,-104.38
phantom_lbl_1865.png,phantom_lbl_1866.png,187.96,202.26,14.31
phantom_lbl_1866.png,phantom_lbl_1867.png,202.26,212.59,10.32
phantom_lbl_1867.png,phantom_lbl_1868.png,212.59,162.22,-50.36
phantom_lbl_1868.png,phantom_lbl_1869.png,162.22,264.92,102.69
phantom_lbl_1869.png,phantom_lbl_1870.png,264.92,286.47,21.55
phantom_lbl_1870.png,phantom_lbl_1871.png,286.47,268.55,-17.92
phantom_lbl_1871.png,phantom_lbl_1872.png,268.55,309.67,41.12
phantom_lbl_1872.png,phantom_lbl_1873.png,309.67,337.43,27.77
phantom_lbl_1873.png,phantom_lbl_1874.png,337.43,318.55,-18.88
phantom_lbl_1874.png,phantom_lbl_1875.png,318.55,308.00,-10.55
phantom_lbl_1875.png,phantom_lbl_1876.png,308.00,326.16,18.15
phantom_lbl_1876.png,phantom_lbl_1877.png,326.16,340.94,14.78
phantom_lbl_1877.png,phantom_lbl_1878.png,340.94,327.54,-13.40
phantom_lbl_1878.png,phantom_lbl_1879.png,327.54,167.55,-159.98
phantom_lbl_1879.png,phantom_lbl_1880.png,167.55,340.19,172.63
phantom_lbl_1880.png,phantom_lbl_1881.png,340.19,335.25,-4.94
phantom_lbl_1881.png,phantom_lbl_1882.png,335.25,346.22,10.97
phantom_lbl_1882.png,phantom_lbl_1883.png,346.22,347.70,1.48
phantom_lbl_1883.png,phantom_lbl_1884.png,347.70,365.48,17.78
phantom_lbl_1884.png,phantom_lbl_1885.png,365.48,348.46,-17.03
phantom_lbl_1885.png,phantom_lbl_1886.png,348.46,352.12,3.66
phantom_lbl_1886.png,phantom_lbl_1887.png,352.12,362.17,10.05
phantom_lbl_1887.png,phantom_lbl_1888.png,362.17,340.36,-21.81
phantom_lbl_1888.png,phantom_lbl_1889.png,340.36,349.72,9.36
phantom_lbl_1889.png,phantom_lbl_1890.png,349.72,165.79,-183.93
phantom_lbl_1890.png,phantom_lbl_1891.png,165.79,373.54,207.75
phantom_lbl_1891.png,phantom_lbl_1892.png,373.54,384.99,11.45
phantom_lbl_1892.png,phantom_lbl_1893.png,384.99,377.40,-7.59
phantom_lbl_1893.png,phantom_lbl_1894.png,377.40,368.18,-9.23
phantom_lbl_1894.png,phantom_lbl_1895.png,368.18,377.63,9.45
phantom_lbl_1895.png,phantom_lbl_1896.png,377.63,377.34,-0.29
phantom_lbl_1896.png,phantom_lbl_1897.png,377.34,365.01,-12.33
phantom_lbl_1897.png,phantom_lbl_1898.png,365.01,367.60,2.59
phantom_lbl_1898.png,phantom_lbl_1899.png,367.60,375.90,8.30
phantom_lbl_1899.png,phantom_lbl_1900.png,375.90,380.32,4.42
phantom_lbl_1900.png,phantom_lbl_1901.png,380.32,17.32,-363.00
phantom_lbl_1901.png,phantom_lbl_1902.png,17.32,305.11,287.79
phantom_lbl_1902.png,phantom_lbl_1903.png,305.11,225.96,-79.14
phantom_lbl_1903.png,phantom_lbl_1904.png,225.96,241.64,15.68
phantom_lbl_1904.png,phantom_lbl_1905.png,241.64,240.32,-1.32
phantom_lbl_1905.png,phantom_lbl_1906.png,240.32,217.47,-22.85
